Company Code,Company Name,Category,Registration Status,Validity Period,Bumiputera Status,Bumiputera Validity,Certificate No,Classifications
SB2011020,SYARIKAT NGEMAH BERSATU,Works,Expired,9/1/2021,yes,9/1/2021,UPK-K/05999,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
SB2011016,SYARIKAT PAULUS & FAMILY TRADING AND CONSTRUCTION,Works,Valid,8/9/2026,yes,8/9/2026,UPKJ/W/004055 & UPKJ/S/001632,"E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-I-2ic, E-I-2iic, E-I-3ia, E-I-3iia, E-I-3b, E-I-3c, E-I-4a, E-I-4b, E-I-4c, E-I-4d, E-I-5a, E-I-5b, E-I-6, E-I-7, E-I-8, E-II-1a, E-II-1b, E-II-1c, E-II-1d, E-II-2a, E-II-2b, E-II-3a, E-II-3b, E-II-3c, E-II-4, E-II-5a, E-II-5b, E-II-5c, E-II-6, E-II-6a, E-II-6b, E-II-7, E-II-8, E-II-9, E-II-10a, E-II-10b, E-II-10c, E-II-10d, E-II-10e, E-II-11, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-2b, E-IV-3, E-IV-4a, E-IV-4b, E-VI-1, E-VI-2, E-VI-3, E-VI-4, E-VI-5a, E-VI-5ia, E-VI-5iia, E-VI-5b, E-VI-5c, E-VI-5d, E-VI-6"
SB2013005,SYARIKAT PERMATA INTAN,Works,Valid,18/06/2027,yes,18/06/2027,UPK-K/07674,"F-I-1, F-I-2ia, F-I-2iia, F-I-2iic, F-I-3ia, F-I-3iia, F-II-5a, F-II-5b, F-II-5c, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
46/98,SYARIKAT SEKAWAN,Works,Expired,19/06/2019,yes,19/06/2019,46/98,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
39/85,SYARIKAT SEKEDAI BERSATU,Works,Valid,9/7/2027,yes,9/7/2027,UPKJ/W/006206,"E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-I-3iia, E-II-1a, E-II-1b, E-II-2a, E-II-2b, E-II-5a, E-II-7, E-III-1a, E-III-1b, E-III-1d, E-III-2d, E-III-3a, E-III-3c, E-IV-1a, E-IV-1b, E-VI-5b"
SB2014022,SYARIKAT TERATAI TEGUH,Works,Valid,30/07/2027,no,30/07/2027,"UPK-K/13126, UPK-B/05880","F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6b, F-II-1a, F-II-1a, F-II-5b"
23/97,SYARIKAT TUAHJAYA,Works,Valid,15/08/2026,yes,15/08/2026,UPK-K/07021,"E-II-1a, E-II-1b, E-II-1c, E-II-2a, E-II-2b, E-II-5a, E-II-5b, E-II-5c, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-4a, E-III-4b, E-III-4c, F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2iic"
KWT/SB2018030,SYARIKAT ULAK MULAI ENTERPRISE,Works,Valid,4/9/2027,yes,4/9/2027,UPK-K/13124,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2ic, F-I-2iic, F-I-3ia, F-I-3iia, F-I-3b, F-I-3c, F-I-4a, F-I-4b, F-I-4c, F-I-4d, F-I-5a, F-I-5b, F-I-6, F-I-7, F-I-8, F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
KWT/SB2017017,TEGUH GUARD,Works,Expired,23/02/2025,yes,23/02/2025,UPK-K/13119,"E-I-1, E-II-1a, E-II-1b, E-II-5a, E-II-5b, E-II-6a, E-II-6b, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-VI-5b"
SB2007008,TONIJAN ENTERPRISE,Works,Valid,1/3/2027,yes,1/3/2027,UPK-K/10980,"F-I-1, F-I-2ib, F-I-2iib, F-II-1a, F-II-1b, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, E-III-1b, E-III-1d, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4c, E-IV-2a, E-IV-4a, E-IV-4b"
REG-811ADB8D60,NYATOK SUCCESS,Works,Valid,14/05/2026,yes,14/05/2026,,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2iic, F-II-1a, F-II-1b, F-II-1c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
REG-1378FDF082,NGEMAH MANSANG ENTERPRISE,Works,Valid,5/6/2026,yes,5/6/2026,,"F-I-1, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
REG-F33748416F,RJ WORLD SACRIFICE ENTERPRISE,Works,Valid,25/05/2026,yes,25/05/2026,,"F-II-5a, F-II-5b, F-II-5c"
REG-ADC3B6547E,AGATHA ARANETA ENTERPRISE,Works,Valid,25/05/2026,yes,25/05/2026,,"F-I-1, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
KWT/SB2016035,ARMADA JUTAKU ENTERPRISE,Works,Valid,7/6/2026,yes,7/6/2026,,"F-I-1, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7"
REG-2A6049AE91,"SETERAS MAJU 
ENTERPRISE",Works,Valid,7/5/2026,yes,7/5/2026,,"F-I-1, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
REG-6727C86D6C,ETMA ENTERPRISE,Works,Valid,8/8/2026,yes,8/8/2026,,"F-I-1, F-II-2b, F-II-5b, F-II-5c"
REG-6CEEA91004,RICKY E. ENTERPRISE,Works,Valid,29/08/2026,yes,29/08/2026,,"F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
REG-C7EBFEF537,JJMAS ENTERPRISE,Works,Valid,23/07/2026,yes,23/07/2026,,"E-II-1a, E-II-1b, E-II-1c, E-II-1d, E-II-2a, E-II-2b, E-II-3a, E-II-3b, E-II-3c, E-II-4, E-II-5a, E-II-5b, E-II-5c, E-II-6, E-II-6a, E-II-6b, E-II-7, E-II-8, E-II-9, E-II-10a, E-II-10b, E-II-10c, E-II-10d, E-II-10e, E-II-11, F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2ic, F-I-2iic, F-I-3ia, F-I-3iia, F-I-3b, F-I-3c, F-I-4a, F-I-4b, F-I-4c, F-I-4d, F-I-5a, F-I-5b, F-I-6, F-I-7, F-I-8, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
REG-59F7D7423E,SARATIARA SDN. BHD.,Works,Expired,8/11/2025,yes,8/11/2025,,"D-I-1, D-II-5a, D-III-1a, D-III-1b, D-III-1d, D-III-1e, D-III-2a, D-III-2d, D-III-4c, D-III-1a, D-III-2a, D-III-2b"
REG-9B8E439C18,TAPANG TEGUH SDN. BHD.,Works,Valid,16/08/2026,yes,16/08/2026,,"A-I-1, A-III-1a, A-III-1b, A-III-1c, A-III-1d, A-III-1e, A-III-2a, A-III-2b, A-III-2c, A-III-2d, A-III-3a, A-III-3b, A-III-3c, A-III-4a, A-III-4b, A-III-4c"
REG-C52CED04BB,ERLYNE ENTERPRISE,Works,Valid,14/12/2026,yes,14/12/2026,,"F-I-1, F-I-2iia, F-I-2iib, F-II-1a, F-II-1b, F-II-1c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-2a"
REG-D06CA8F58D,SYARIKAT SAMAJU,Works,Valid,29/01/2028,yes,29/01/2028,,"E-I-1, E-I-2iia, E-I-2iib, E-I-2iic, E-I-3iia, E-II-1a, E-II-1b, E-II-1c, E-II-1d, E-II-2a, E-II-2b, E-II-5a, E-II-5b, E-II-5c, E-II-6, E-II-6a, E-II-6b, E-II-7, E-II-11, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-3, E-IV-4a, E-IV-4b, E-VI-5b, E-VI-5c, E-VI-5d"
REG-C14770FDFE,VALENTINE ENTERPRISE,Works,Valid,2/11/2026,yes,2/11/2026,,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
REG-A0BA270A1F,PENATAI BARU ENTERPRISE,Works,Valid,26/12/2026,yes,26/12/2026,,"F-I-1, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
REG-B4F113CCDC,FARWIZAH 2000 RESOURCES SDN. BHD.,Works,Valid,25/01/2027,yes,25/01/2027,,"E-II-5a, E-III-2c, E-III-2d, E-IV-4a, E-IV-4b"
REG-42544C355C,INDAH QIARA ENTERPRISE,Works,Valid,1/2/2027,yes,1/2/2027,,"F-I-1, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
REG-024BFAAC6E,YOYOE ENTERPRISE,Works,Valid,8/1/2027,yes,8/1/2027,,"F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b"
REG-86BE4DB362,KAP GENERATION,Works,Valid,6/2/2027,yes,6/2/2027,,"F-III-1a, F-III-1b"
REG-DA22AAD87A,MILLION NGEMAH ENTERPRISE,Works,Valid,16/01/2027,yes,16/01/2027,,"F-II-1b, F-II-2a, F-II-5a, F-II-5b"
REG-70E311B474,SEBIROK TENGAH ENTERPRISE,Works,Valid,14/01/2027,yes,14/01/2027,,"F-II-5a, F-II-5c, F-II-6b, F-III-1b"
REG-CB526D41B6,SEMAYANG ENTERPRISE,Works,Valid,30/01/2027,yes,30/01/2027,,F-II-5c
REG-C5CE772D02,SYARIKAT PANG GENERAL TRADING & COMPANY,Works,Valid,8/2/2027,yes,8/2/2027,,"F-II-5a, F-II-5b, F-II-5c"
REG-04B54C7BD3,TEPA RINGGIT ENTERPRISE,Works,Valid,9/1/2027,yes,9/1/2027,,"F-II-5a, F-II-5c, F-II-6b, F-III-1b"
REG-55535EA4A1,FIELDTRAC ENGINEERING SDN BHD,Works,Valid,25/09/2026,yes,25/09/2026,,"C-I-1, C-I-2ia, C-I-2iia, C-I-2ib, C-I-2iib, C-I-3ia, C-I-3iia, C-II-1a, C-II-1b, C-II-1c, C-II-1d, C-II-2a, C-II-2b, C-II-3a, C-II-3b, C-II-3c, C-II-4, C-II-5a, C-II-5b, C-II-5c, C-II-6, C-II-6a, C-II-6b, C-II-7, C-II-8, C-II-9, C-II-10a, C-II-10b, C-II-10c, C-II-10d, C-II-10e, C-II-11, C-II-1a, C-II-1ib, C-II-1iib, C-II-1c, C-II-1id, C-II-1iid, C-II-2a, C-II-2b, C-II-2c, C-II-2d, C-II-3i, C-II-3ii, C-II-3iii, C-II-4a, C-II-4b, C-II-4c, C-II-4d, C-II-4e, C-II-4f, C-II-5ia, C-II-5iia, C-II-5iiia, C-II-5ib, C-II-5iib, C-II-5iiib, C-II-5c, C-II-6a, C-II-6b, C-II-6c, C-II-6d, C-II-6e, C-II-6f, C-II-6g, C-II-7a, C-II-7b, C-II-7c, C-II-7d, C-II-7e, C-II-7f, C-II-8a, C-II-8b, C-II-8c, C-II-8d, C-II-8e, C-II-9a, C-II-9b, C-II-9c, C-II-10, C-II-11a, C-II-11b, C-II-11c, C-II-12, C-III-1a, C-III-1b, C-III-1c, C-III-1d, C-III-1e, C-III-2a, C-III-2b, C-III-2c, C-III-2d, C-III-3a, C-III-3b, C-III-3c, C-III-4a, C-III-4b, C-III-4c, C-IV-1a, C-IV-1b, C-IV-2a, C-IV-4a, C-IV-4b"
REG-13BCF76886,PAZN PRIMA HOLDING (M) SDN BHD,Works,Valid,17/03/2027,yes,17/03/2027,,"D-IV-4a, D-IV-4b, E-I-1, E-II-1a, E-II-1b, E-II-1c, E-II-2a, E-II-2b, E-II-5a, E-II-5b, E-II-5c, E-II-6a, E-II-6b, E-II-7, E-III-4c"
REG-635CD11ED8,SYARIKAT ALAF BARU,Works,Valid,28/04/2027,yes,28/04/2027,,"F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b"
REG-AE90FEF38B,YIN KIE ENTERPRISE,Works,Valid,11/3/2027,yes,11/3/2027,,"F-II-2a, F-II-5c, F-II-6b"
REG-48D8C311FE,DIXIE ENTERPRISE,Works,Valid,29/05/2027,yes,29/05/2027,,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2iic, F-III-1a, F-III-1b, F-III-1c, F-III-1e"
REG-7D028E62D1,EVOLKON ENTERPRISE,Works,Valid,6/5/2027,yes,6/5/2027,,"F-I-1, F-II-1a, F-II-1b, F-II-1c, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e"
REG-0154FD6D6F,JPRIME ENTERPRISE,Works,Valid,23/04/2027,yes,23/04/2027,,"F-I-1, F-II-5a, F-II-5b, F-II-5c, F-II-6b, F-III-1b"
REG-BBC159A9B8,SERANGIR ENTERPRISE,Works,Valid,5/3/2027,yes,5/3/2027,,"F-II-5a, F-II-5c, F-II-1a, F-II-1a, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
REG-29D5208485,SYARIKAT BUKIT SIKUP,Works,Valid,22/02/2027,yes,22/02/2027,,"F-II-5a, F-II-5c, F-III-1b"
REG-271AF33AAE,TELAGA BAYU ENTERPRISE,Works,Valid,28/04/2027,yes,28/04/2027,,"F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-7, F-III-1a, F-III-1b, F-III-1d, F-III-1e, F-III-2a"
REG-43B5E287AA,SEMBAWANG MANIS ENTERPRISE,Works,Valid,12/3/2027,yes,12/3/2027,,"F-II-5a, F-II-6b, F-III-1b"
REG-133AF4E93E,SURIA NDEX ENTERPRISE,Works,Valid,8/7/2026,yes,8/7/2026,,F-II-5a
REG-80BDF52D6B,JUNT DIAN RESOURCES,Works,Expired,2/3/2026,yes,2/3/2026,,"E-II-5a, E-II-5b, E-II-5c, E-II-6a, E-II-7, E-VI-5iia, E-VI-5b, E-VI-5c, E-VI-5d, E-VI-6"
REG-A817720E80,MFM ENTERPRISE,Works,Valid,12/9/2026,yes,12/9/2026,,"E-I-1, E-I-4a, E-I-4b, E-I-4c, E-III-1b, E-III-4c"
REG-8F7541E0CA,AAB ENTERPRISE,Works,Valid,11/9/2026,yes,11/9/2026,,"F-II-5a, F-II-5b"
REG-C4F2874C37,YET LAN ENTERPRISE KANOWIT,Works,Valid,23/09/2026,yes,23/09/2026,,"F-I-1, F-II-5a, F-II-5b"
REG-DEAB531C55,RJJ EXCELLENT ENTERPRISE,Works,Valid,18/11/2026,yes,18/11/2026,,"F-I-1, F-II-1d, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
REG-CF66B7A258,TERUSAN DERAS SDN. BHD.,Works,Valid,15/07/2026,yes,15/07/2026,,"E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-I-2iic, E-I-3ia, E-I-3iia, E-I-3b, E-I-4a, E-I-4b, E-I-4c, E-I-5a, E-II-1a, E-II-2a, E-II-4, E-II-5a, E-II-5b, E-II-5c, E-III-1b, E-III-1c, E-III-1d, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-3, E-IV-4a, E-IV-4b"
REG-6C02EDAB95,MAJAU EMAS,Works,Valid,6/1/2027,yes,6/1/2027,,"F-II-5a, F-II-5b"
REG-E9D8BA900C,EDEN STAR CONSTRUTION,Works,Valid,5/1/2027,yes,5/1/2027,,"F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7"
REG-84C2E31DF3,W & K CONSTRUCTION. COM,Works,Valid,22/01/2027,yes,22/01/2027,,F-I-1
REG-1E6247D6DB,PYRAMID TRADING,Works,Valid,16/07/2027,yes,16/07/2027,,"F-I-1, F-I-2ia, F-I-2iia, F-I-3ia, F-I-3iia, F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
REG-6A14DCE08C,BEN BROTHERS ENTERPRISE,Works,Valid,21/09/2027,yes,21/09/2027,,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-7"
18/99,SYARIKAT TANAH SEBERAI,Works,Valid,,,,UPKJ/W/007112,"E-III-1(a), E-III-1(b), E-III-1(c), E-III-1(d), E-III-1(e), E-III-2(b), E-III-2(d), E-III-3(a), E-III-3(b), E-III-3(c), E-III-4(a), E-III-4(b), E-III-4(c), F-I-1, F-I-2(b)(i), F-I-2(b)(ii), F-I-2(c)(ii), F-I-3(a)(i), F-I-3(a)(ii), F-II-1(a), F-II-1(b), F-II-1(c), F-II-2(a), F-II-2(b), F-II-5(a), F-II-5(b), F-II-5(c), F-II-6(a), F-II-6(b), F-II-7, F-IV-1(a), F-IV-1(b), F-IV-2(a), F-IV-3, F-IV-4(a), F-IV-4(b), F-VI-5(b)"
KWT/SB2009012,TATAI MAS,Works,Valid,,,,UPK-K/12360,"EX-I-1, EX-I-2(a)(i), EX-I-2(a)(ii), EX-I-2(b)(i), EX-I-2(b)(ii), EX-VI-5(a)(i), EX-VI-5(a)(ii), EX-VI-5(b), F-II-1(a), F-II-1(b), F-II-1(c), F-II-2(a), F-II-2(b), F-II-5(a), F-II-5(b), F-II-5(c), F-II-6(a), F-II-6(b), F-II-7, F-III-1(b), F-III-1(d), F-III-2(d), F-III-3(a), F-III-3(b), F-III-3(c), F-IV-4(a), F-IV-4(b)"
KFLR,KF Legacy Resources,Works,Valid,01/01/2025 - 31/12/2028,Yes,01/01/2025 - 31/12/2028,UPKJ/SWK/SBW/1781591,"EX-I-1, EX-I-2(a)(i), EX-I-2(a)(ii), EX-I-2(b)(i), EX-I-2(b)(ii), EX-VI-5(a)(i), EX-VI-5(a)(ii), EX-VI-5(b), F-II-1(a), F-II-1(b), F-II-1(c), F-II-2(a), F-II-2(b), F-II-5(a), F-II-5(b), F-II-5(c), F-II-6(a), F-II-6(b), F-II-7, F-III-1(b), F-III-1(d), F-III-2(d), F-III-3(a), F-III-3(b), F-III-3(c), F-IV-4(a), F-IV-4(b)"
KFLR,KF Legacy Resources,Supplies & Services,Valid,01/01/2025 - 31/12/2028,Yes,01/01/2025 - 31/12/2028,UPKJ/SWK/SBW/1781592,"A-II-1c, A-II-4d, A-I-1c, A-I-2d"
